IMDESC,ITMDSC,PRICCD,IMLIST,IMTCST,GROUP,IMSTYL,IMSER,IMRANK,IMGEN,IMXRBC,IMVND,ITEM,IMMCST
S9893 LED 4.5 G25 3000K        ,                                        ,0,9.99,5.45,63,IC, ,9,43909772,                    ,20439,S9893                                   ,5.45
15W PAR 38 LED 5000K 120V MED  ,BASE DIMMABLE                           ,0,10.95,8.25,63,IC,N,8,43909780,                    ,20439,S9444                                   ,8.25
20W LED A21 FROSTED HID RPLCMNT,5000K MED BASE 120V DIMMABLE            ,0,27.95,19,63,IC,N,7,43909805,                    ,20439,S8736                                   ,15.09
"15W T8 LED, 4000K, MED BI PIN  ",BASE; 2200L - WHITE NON DIMMABLE        ,0,24.33,6.95,63,IC,N,9,43909871,                    ,20439,S9977                                   ,6.95
9.8W A19 LED; 4000K; MED BASE; ,220' BEAM SPREAD; 120V                  ,0,3.95,2.95,63,IC,N,7,43909970,                    ,20439,S29838                                  ,1.7
60W A15 FROSTED 2500 HOURS 570L,MED BASE 130V SHATTERPROOF              ,0,3.99,0.65,63,IC,N,7,43909996,                    ,20439,S4882                                   ,2.18
"15W T8 LED, MED BI-PIN, 3000K  ","50000 HOURS, 2100L                      ",0,13.13,5.25,0,Z7,N,9,43910141,                    ,20439,S29975                                  ,5.25
20W T12 FLUORESCENT 4100K 62CRI,MED BI-PIN - REPLACES GENERIC:00307282  ,0,5.99,1.79,63,IC,N,7,43910208,                    ,20439,S6565                                   ,3.26
40W CA10 E26 130V FROST 360L   ,MEDIUM BASE                             ,0,0.9,0.36,63,IC,N,9,43910258,                    ,20439,A3668                                   ,0.36
15.5W A21 LED 27K GU24 FROSTED ,220DEGREE BEAM SPREAD 120V              ,0,8.95,5.25,63,IC,N,7,43910282,                    ,20439,S29819                                  ,4.74
"14W T12 FLRSCNT 4100K 650L,COOL","WHITE, MED BI PIN BASE.                 ",0,7.98,3.19,63,IC,N,9,43910315,                    ,20439,S6559                                   ,3.19
"7W, C7, CANDELABRA, E12, 120V  ","CLEAR FINISH, 35L, DIMMABLE.            ",0,0.99,0.21,63,IC,N,7,43910323,                    ,20439,S3691                                   ,0.26
4 GAUGE 3' BLACK CHAIN         ,                                        ,0,10.99,4.4,68,IA,N,7,43910422,                    ,20439,90-085                                  ,5.58
S4722 15W T7 INT BASE BULB     ,                                        ,0,0.99,0.49,63,IC, ,7,43910646,                    ,20439,S4722                                   ,0.57
S9021 10BR30/LED/27K/120V      ,                                        ,0,3.99,2.33,63,IC, ,7,43910802,                    ,20439,S9021                                   ,12.53
8W LED GU24 PL 920L 120-277V   ,SOFT WHITE                              ,0,12.95,6.74,63,KP,N,2,43910886,                    ,20439,S8746                                   ,6.74
LED 2W 27K SPUN GLOW           ,                                        ,0,12.95,5.95,63,IC, ,7,43910977,                    ,20439,S11300                                  ,3.7
S9581 6.5ST19/CL/LED 2700K     ,                                        ,0,7.95,5.5,63,KP, ,7,43911058,45923095818,20439,S9581*                                  ,5.5
"13W PAR30, 60°, 40K            ",                                        ,0,12.09,6.65,63,KQ,N,9,43911149,                    ,20439,S9438                                   ,6.65
S9030 5.5W A15 LED 27K         ,                                        ,0,4.95,2.5,63,IC, ,7,43911157,                    ,20439,S9030                                   ,2.56
9T8 LED 24-840 BP 120-277V 40K ,COOL WHITE  NON-DIMMING                 ,0,0,7.25,63,KP,N,9,43911165,                    ,20439,S29902                                  ,6.5
SHATTER PROOF CLEAR HEAT BULBS ,250W MED BASE 120V                      ,0,17.99,8.03,63,IC,N,2,43911206,                    ,20439,S4885                                   ,8.03
"10.5W LED 800L, 27K,30K,35K,40K","50K, 5-6"" DOWN LGT GIMB DIMM 120V       ",0,25.95,13,21,IX,N,4,43911462,                    ,20439,S11824                                  ,13
"40K LED A19 LAMP, 1600L, MED   ","BASE, NON-DIMMABLE                      ",0,5.95,2.8,63,KP,N,2,43911488,                    ,20439,S28787                                  ,2.8
"5W LED A15, CLEAR, MED BASE    ","FILAMENT, 30K, 120V                     ",0,0,3.25,63,KP,N,9,43911678,                    ,20439,S21100                                  ,3.25
"LED PAR 38 LAMP, 15W, MED BASE ","1200L, 40K                              ",0,10.95,6.31,63,IC,N,7,43911975,                    ,20439,S29448                                  ,6.31
9.8A19/LED/27K/120V/ECO/ND     ,                                        ,0,1.95,0.9,63,KP, ,1,43912006,45923114069,20439,S11406                                  ,0.9
9.8A19/LED/30K/120V/ECO/ND     ,                                        ,0,2.95,0.93,63,KP, ,1,43912014,45923114076,20439,S11407                                  ,0.9
4W CTC/LED/30K/CL/120V         ,THIS IS NOW S21265******  DISCONTINUED  ,0,5.99,2.55,63,KP, ,8,43912030,                    ,20439,S29890                                  ,2.55
4W CFC/LED/30K/CL/120V         ,                                        ,0,5.99,2.55,63,KP, ,9,43912064,45923098918,20439,S29891                                  ,2.55
4.5T10/LED/E26/30K/120V        ,                                        ,0,10.99,3.95,63,KP, ,9,43912072,45923098925,20439,S9892                                   ,3.95
LED/4W/G9/FROSTED/3K/120-130V  ,                                        ,0,11.95,6.75,63,KP, ,7,43912098,45923286827,20439,S28682                                  ,7.18
8ST19/LED/930/CL/120V          ,                                        ,0,15.2,5.5,63,IC, ,7,43912147,45923113826,20439,S11382                                  ,5.5
1W LED S14 CLEAR MEDIUM BASE   ,"27K, 120V                               ",0,4.95,2.95,63,KP,N,7,43912171,                    ,20439,S9807                                   ,3.12
S12415 8A19/CL/LED/E26/930/120V,                                        ,0,5.95,2.71,63,KP, ,4,43912189,45923124150,20439,S12415                                  ,2.71
8W A19/CL/LED/E26/927/120V     ,                                        ,0,5.95,2.94,63,KP, ,4,43912220,45923124143,20439,S12414                                  ,2.94
"9.5W, LED, 27K, NON DIMM, 120V ", 4 PACK                                 ,0,7.95,4.95,63,KP,N,7,43912345,                    ,20439,S39596                                  ,3.8
WIFI/4.5G25/LED/TW/CL/SF/IOT   ,                                        ,0,10.95,7.95,63,IC, ,7,43912402,                    ,20439,S11251                                  ,6.75
WIFI/9.5BR30/LED/RGB/TW/SF     ,                                        ,0,11.95,8.95,63,IC, ,7,43912410,                    ,20439,S11255                                  ,7.78
12.5W PAR30 SHORT NECK 35K     ,E26 BASE 90CRI                          ,0,7.95,4.95,63,KQ,N,8,43912618,                    ,20439,S29417                                  ,4.37
7.5W BR30 LED 35K MED BASE 120V,                                        ,0,0,6.12,63,KP,N,9,43912668,                    ,20439,S28547                                  ,4.95
6.5W PAR20 LED 4O° 27K 120V    ,                                        ,0,4.95,2.67,63,IC,N,7,43912767,                    ,20439,S29405                                  ,2.67
10W LED A19 35K 800L E26 MED   ,FROSTED                                 ,0,5.95,3.68,63,KP,N,7,43912866,                    ,20439,S9709                                   ,3.68
50W HAL AR111 G53 BASE         ,                                        ,0,33.99,14.95,68,IC, ,7,43913054,                    ,20439,S4688                                   ,17.27
33W PAR38 HIGH LED MED BULB WET,                                        ,0,21.95,14.37,68,IC, ,7,43913062,                    ,20439,S22251                                  ,13.1
A19 MED 11W LED 3K 120V        ,                                        ,0,5.99,4.07,63,KP, ,7,43913418,                    ,20439,S11358                                  ,4.07
4.5G25/CL/LED/E26/27K/12V      ,                                        ,0,7.95,3.84,63,ID, ,7,43913682,45923205415,20439,S21226                                  ,3.84
LED/4W/E12/CL/3K/120-130V      ,                                        ,0,10.95,7.49,63,KP, ,7,43913690,                    ,20439,S11210                                  ,7.49
5.5W B11/LED/930/CL/120V/E12   ,                                        ,0,6.95,3.06,63,IC, ,3,43913715,                    ,20439,S21274                                  ,3.06
2.5W B11 LED CLEAR CANDELABRA  ,LAMP 27K                                ,0,4.95,2.63,63,KP, ,4,43913749,45923205774,20439,S21262                                  ,2.63
2.5T6/LED/CL/27K/E12/120V      ,                                        ,0,5.95,2.95,63,KP, ,4,43913757,                    ,20439,S21340                                  ,2.95
S21355 8T9/LED/CL/930/120V/E26 ,                                        ,0,9.95,6.5,63,IC, ,7,43913773,                    ,20439,S21355                                  ,6.26
 8T10/LED/CL/930/120V/E26 WARM ,                                        ,0,6.95,3.82,63,KP, ,3,43913814,45923206580,20439,S21351                                  ,3.82
33PAR38/LED/927/HL/120V/FL/D   ,                                        ,0,21.95,14.73,63,KP, ,7,43913830,                    ,20439,S22250                                  ,13.1
4W CTC/LED/30K/CL/120V         ,                                        ,0,5.95,2.85,63,KP, ,1,43913864,                    ,20439,S21265                                  ,2.85
4W CTC/LED/27K/CL/120V         ,                                        ,0,5.95,2.85,63,KP, ,4,43913872,45923205798,20439,S21264                                  ,2.85
8ST19/CL/LED/930/E26           ,                                        ,0,7.95,4.46,63,IC, ,3,43913963,45923206719,20439,S21364                                  ,4.46
 8.5BR30/LED/3K/120V/6PK       ,                                        ,0,3.99,11.16,63,IC, ,3,43914086,                    ,20439,S11471                                  ,11.16
60W TORP CAND CLR 120V 27K     ,                                        ,0,0.99,0.38,63,KP, ,7,43914268,                    ,20439,S3284                                   ,0.33
12.5PAR30/LN/LED/60/120V/27K   ,                                        ,0,7.95,5.23,63,KP, ,7,43914292,                    ,20439,S29435                                  ,4.37
8ST19/CL/LED/927/E26           ,                                        ,0,7.95,4.46,63,KP, ,4,43914317,                    ,20439,S21363                                  ,4.46
4CA10/LED/930/CL/120V/E12/3K   ,                                        ,0,5.95,2.85,63,IC, ,4,43914333,                    ,20439,S21297                                  ,2.85
G16.5/LED/CL/930/120V/E12      ,                                        ,0,5.95,2.84,68,KP, ,4,43914367,                    ,20439,S21205                                  ,2.76
5.5T10/LED/CL/927/120V/E26     ,                                        ,0,7.99,3.64,63,ID, ,3,43914482,                    ,20439,S21344                                  ,3.64
12.5W PAR30LED 4K 25DEG        ,                                        ,0,7.99,5.23,63,KP, ,7,43914507,                    ,20439,S29413                                  ,4.37
3.5W/LED/G9/830/FR/120V/ND     ,                                        ,0,7.99,4.15,63,KP, ,7,43914523,                    ,20439,S11232                                  ,4.15
5.5T10/LED/CL/930/120V/E26/3K  ,                                        ,0,5.99,3.64,63,KP, ,3,43914557,                    ,20439,S21345                                  ,3.64
5ST19/CL/LED/927/E26           ,                                        ,0,6.99,4.7,63,KP, ,7,43914606,                    ,20439,S21360                                  ,4.41
8T9/LED/FR/927/120V/E26        ,                                        ,0,12.99,5.76,65,IE, ,7,43914680,                    ,20439,S21356                                  ,5.76
4G40/CL/LED/E26/927/120V       ,                                        ,0,8.96,5.94,63,KP, ,7,43914838,                    ,20439,S21248                                  ,5.94
4G40/CL/LED/E26/940/120V       ,                                        ,0,8.95,5.94,63,KP, ,7,43914846,                    ,20439,S21249                                  ,5.94
5.5B11/LED/935/CL/120V/E12     ,                                        ,0,6.95,3.06,63,KP, ,7,43914929,                    ,20439,S21275                                  ,3.06
2.8T6/LED/CL/940/120V/E12      ,                                        ,0,4.95,2.95,63,KP, ,7,43914937,                    ,20439,S21341                                  ,2.95
8A19/CL/LED/E26/935/120V       ,                                        ,0,5.95,2.71,63,KP, ,7,43914953,                    ,20439,S12416                                  ,2.71
LED 20W 5X11 EXT WALL MNT-UP OR,"DOWN LIGHT, 30K,1800L, BLACK            ",0,155.02,44.29,63,KP, ,7,43915050,                    ,20439,62-1144R1                               ,44.29
LED 6.5W MR16 3K 40DEG BEAM ANG,"LE, GU10                                ",0,9.95,5.73,63,KP, ,7,43915167,                    ,20439,S8589                                   ,5.73
8T9 LED CL 927 120V E26        ,                                        ,0,8.95,5.76,63,KP, ,7,43915191,                    ,20439,S21354                                  ,5.76
100W A19 FROSTED 120V          ,                                        ,0,0.99,0.3,63,IC, ,1,66701056,                    ,50667,L-145A                                  ,0.25
SLIM 12W LED WALLPACK          , BRONZE         QUOTE # 01482224        ,0,381.5,101,30,D9,N,8,79802528,                    ,10798,SLIM12N/PC                              ,49
                               ,                                        ,0,58.81,39.99,63,IC, ,7,90102056,                    ,20901,LED/T8/19/41K/FR                        ,39.99
LEDT8-48-19-WW-FR              ,                                        ,0,67,39.99,63,IC, ,7,90102098,                    ,20901,LEDT8-48-19-WW-FR                       ,39.99
SURF MTG KIT FOR IRONING CENTER,                                        ,0,103.26,68.24,64,SD, ,9,110742,784891713002,1,AVC-SM                                  ,70.22
